,Coor_X,Coor_Y,Coor_Z,Node_Nr
45,13.680000305175781,0.11999999731779099,0.0,34033
46,13.920000076293945,0.11999999731779099,0.0,34034
47,13.680000305175781,2.930000066757202,0.0,34041
48,13.920000076293945,2.930000066757202,0.0,34042
49,13.680000305175781,3.1700000762939453,0.0,34043
50,13.920000076293945,3.1700000762939453,0.0,34044
51,13.800000190734863,-3.049999952316284,-0.6000000238418579,34049
52,13.800000190734863,0.0,-0.6000000238418579,34050
53,13.800000190734863,3.049999952316284,-0.6000000238418579,34051
54,13.800000190734863,-3.049999952316284,-0.6000000238418579,34053
55,13.800000190734863,0.0,-0.6000000238418579,34054
56,13.800000190734863,3.049999952316284,-0.6000000238418579,34055
57,26.8799991607666,-3.1700000762939453,0.0,54021
58,27.1200008392334,-3.1700000762939453,0.0,54022
59,26.8799991607666,-2.930000066757202,0.0,54023
60,27.1200008392334,-2.930000066757202,0.0,54024
61,27.0,-3.049999952316284,-0.6000000238418579,54025
62,27.0,-3.049999952316284,-0.6000000238418579,54026
63,26.8799991607666,-0.11999999731779099,0.0,54031
64,27.1200008392334,-0.11999999731779099,0.0,54032
65,26.8799991607666,0.11999999731779099,0.0,54033
66,27.1200008392334,0.11999999731779099,0.0,54034
67,27.0,0.0,-0.6000000238418579,54035
68,27.0,0.0,-0.6000000238418579,54036
69,26.8799991607666,2.930000066757202,0.0,54041
70,27.1200008392334,2.930000066757202,0.0,54042
71,26.8799991607666,3.1700000762939453,0.0,54043
72,27.1200008392334,3.1700000762939453,0.0,54044
73,27.0,3.049999952316284,-0.6000000238418579,54045
74,27.0,3.049999952316284,-0.6000000238418579,54046
75,13.050000190734863,0.75,0.0,88000
76,13.550000190734863,0.75,0.0,88001
77,14.050000190734863,0.75,0.0,88002
78,14.550000190734863,0.75,0.0,88003
79,13.050000190734863,0.25,0.0,88100
80,13.550000190734863,0.25,0.0,88101
81,14.050000190734863,0.25,0.0,88102
82,14.550000190734863,0.25,0.0,88103
83,13.050000190734863,-0.25,0.0,88200
84,13.550000190734863,-0.25,0.0,88201
85,14.050000190734863,-0.25,0.0,88202
86,14.550000190734863,-0.25,0.0,88203
87,13.050000190734863,-0.75,0.0,88300
88,13.550000190734863,-0.75,0.0,88301
89,14.050000190734863,-0.75,0.0,88302
90,14.550000190734863,-0.75,0.0,88303
91,-0.07159516215324402,-5.074999809265137,0.0,88304
92,-0.0231903288513422,-5.074999809265137,0.0,88305
93,0.04302592948079109,-5.074999809265137,0.0,88306
94,0.10924219340085983,-5.074999809265137,0.0,88307
95,0.19898009300231934,-5.074999809265137,0.0,88308
96,0.28871801495552063,-5.074999809265137,0.0,88309
97,0.40894514322280884,-5.074999809265137,0.0,88310
98,0.5291722416877747,-5.074999809265137,0.0,88311
99,0.6925385594367981,-5.074999809265137,0.0,88312
100,0.8559048771858215,-5.074999809265137,0.0,88313
101,1.0402065515518188,-5.074999809265137,0.0,88314
102,1.6195471286773682,-5.074999809265137,0.0,88315
103,2.082577705383301,-5.074999809265137,0.0,88316
104,2.5456080436706543,-5.074999809265137,0.0,88317
105,3.0400450229644775,-5.074999809265137,0.0,88318
106,3.534482002258301,-5.074999809265137,0.0,88319
107,4.028918743133545,-5.074999809265137,0.0,88320
108,4.523355960845947,-5.074999809265137,0.0,88321
109,5.017792701721191,-5.074999809265137,0.0,88322
110,5.512229919433594,-5.074999809265137,0.0,88323
111,6.006666660308838,-5.074999809265137,0.0,88324
112,6.50110387802124,-5.074999809265137,0.0,88325
113,6.995540618896484,-5.074999809265137,0.0,88326
114,7.4899773597717285,-5.074999809265137,0.0,88327
115,7.984414577484131,-5.074999809265137,0.0,88328
116,8.478851318359375,-5.074999809265137,0.0,88329
117,8.973288536071777,-5.074999809265137,0.0,88330
118,9.46772575378418,-5.074999809265137,0.0,88331
119,9.962162017822266,-5.074999809265137,0.0,88332
120,10.456599235534668,-5.074999809265137,0.0,88333
121,10.95103645324707,-5.074999809265137,0.0,88334
122,11.445472717285156,-5.074999809265137,0.0,88335
123,11.87717342376709,-5.074999809265137,0.0,88336
124,12.308873176574707,-5.074999809265137,0.0,88337
125,12.648167610168457,-5.074999809265137,0.0,88338
126,12.987462043762207,-5.074999809265137,0.0,88339
127,13.189372062683105,-5.074999809265137,0.0,88340
128,13.391282081604004,-5.074999809265137,0.0,88341
129,13.51732349395752,-5.074999809265137,0.0,88342
130,13.643364906311035,-5.074999809265137,0.0,88343
131,13.72168254852295,-5.074999809265137,0.0,88344
132,-0.07449933886528015,-3.825000047683716,0.0,88345
133,-0.028998682275414467,-3.825000047683716,0.0,88346
134,0.03344878554344177,-3.825000047683716,0.0,88347
135,0.09589625895023346,-3.825000047683716,0.0,88348
136,0.1808621883392334,-3.825000047683716,0.0,88349
137,0.26582810282707214,-3.825000047683716,0.0,88350
138,0.38021907210350037,-3.825000047683716,0.0,88351
139,0.494610071182251,-3.825000047683716,0.0,88352
140,0.6203080415725708,-3.825000047683716,0.0,88353
141,0.801739513874054,-3.825000047683716,0.0,88354
142,1.1863443851470947,-3.825000047683716,0.0,88355
143,1.5709493160247803,-3.825000047683716,0.0,88356
144,2.0459134578704834,-3.825000047683716,0.0,88357
145,2.5208775997161865,-3.825000047683716,0.0,88358
146,3.0188474655151367,-3.825000047683716,0.0,88359
147,3.516817331314087,-3.825000047683716,0.0,88360
148,4.014787197113037,-3.825000047683716,0.0,88361
149,4.512757301330566,-3.825000047683716,0.0,88362
150,5.0107269287109375,-3.825000047683716,0.0,88363
151,5.508697032928467,-3.825000047683716,0.0,88364
152,6.006666660308838,-3.825000047683716,0.0,88365
153,6.504636764526367,-3.825000047683716,0.0,88366
154,7.002606391906738,-3.825000047683716,0.0,88367
155,7.500576496124268,-3.825000047683716,0.0,88368
156,7.998546123504639,-3.825000047683716,0.0,88369
157,8.496516227722168,-3.825000047683716,0.0,88370
158,8.994485855102539,-3.825000047683716,0.0,88371
159,9.49245548248291,-3.825000047683716,0.0,88372
160,9.990426063537598,-3.825000047683716,0.0,88373
161,10.488395690917969,-3.825000047683716,0.0,88374
162,10.98636531829834,-3.825000047683716,0.0,88375
163,11.484335899353027,-3.825000047683716,0.0,88376
164,11.923851013183594,-3.825000047683716,0.0,88377
165,12.363367080688477,-3.825000047683716,0.0,88378
166,12.697596549987793,-3.825000047683716,0.0,88379
167,13.031825065612793,-3.825000047683716,0.0,88380
168,13.22299861907959,-3.825000047683716,0.0,88381
169,13.414172172546387,-3.825000047683716,0.0,88382
170,13.533263206481934,-3.825000047683716,0.0,88383
171,13.652355194091797,-3.825000047683716,0.0,88384
172,13.726177215576172,-3.825000047683716,0.0,88385
173,-0.08514439314603806,-3.049999952316284,0.0,88386
174,-0.050288792699575424,-3.049999952316284,0.0,88387
175,-0.005604293197393417,-3.049999952316284,0.0,88388
176,0.03464261069893837,-3.049999952316284,0.0,88389
177,0.11863318830728531,-3.049999952316284,0.0,88390
178,0.20262375473976135,-3.049999952316284,0.0,88391
179,0.3197228014469147,-3.049999952316284,0.0,88392
180,0.4368218183517456,-3.049999952316284,0.0,88393
181,0.6212589740753174,-3.049999952316284,0.0,88394
182,0.8056960701942444,-3.049999952316284,0.0,88395
183,1.1109061241149902,-3.049999952316284,0.0,88396
184,1.4161161184310913,-3.049999952316284,0.0,88397
185,1.89676833152771,-3.049999952316284,0.0,88398
186,2.377420663833618,-3.049999952316284,0.0,88399
187,2.88372802734375,-3.049999952316284,0.0,88400
188,3.390035390853882,-3.049999952316284,0.0,88401
189,3.8963427543640137,-3.049999952316284,0.0,88402
190,4.402649879455566,-3.049999952316284,0.0,88403
191,4.908957481384277,-3.049999952316284,0.0,88404
192,5.41526460647583,-3.049999952316284,0.0,88405
193,5.921572208404541,-3.049999952316284,0.0,88406
194,6.427879333496094,-3.049999952316284,0.0,88407
195,6.934186935424805,-3.049999952316284,0.0,88408
196,7.440494060516357,-3.049999952316284,0.0,88409
197,7.946801662445068,-3.049999952316284,0.0,88410
198,8.453108787536621,-3.049999952316284,0.0,88411
199,8.959416389465332,-3.049999952316284,0.0,88412
200,9.465723991394043,-3.049999952316284,0.0,88413
201,9.972030639648438,-3.049999952316284,0.0,88414
202,10.478338241577148,-3.049999952316284,0.0,88415
203,10.980988502502441,-3.049999952316284,0.0,88416
204,11.483637809753418,-3.049999952316284,0.0,88417
205,11.930059432983398,-3.049999952316284,0.0,88418
206,12.376481056213379,-3.049999952316284,0.0,88419
207,12.683424949645996,-3.049999952316284,0.0,88420
208,12.990367889404297,-3.049999952316284,0.0,88421
209,13.175043106079102,-3.049999952316284,0.0,88422
210,13.359718322753906,-3.049999952316284,0.0,88423
211,13.47282600402832,-3.049999952316284,0.0,88424
212,13.585932731628418,-3.049999952316284,0.0,88425
213,13.649458885192871,-3.049999952316284,0.0,88426
214,13.712985038757324,-3.049999952316284,0.0,88427
215,13.756492614746094,-3.049999952316284,0.0,88428
216,-0.08458016812801361,0.0,0.0,88429
217,-0.049160346388816833,0.0,0.0,88430
218,-0.005010479595512152,0.0,0.0,88431
219,0.03745220601558685,0.0,0.0,88432
220,0.12466292828321457,0.0,0.0,88433
221,0.21187365055084229,0.0,0.0,88434
222,0.3324352502822876,0.0,0.0,88435
223,0.4529968500137329,0.0,0.0,88436
224,0.6502833962440491,0.0,0.0,88437
225,0.8475698828697205,0.0,0.0,88438
226,1.1751151084899902,0.0,0.0,88439
227,1.5026603937149048,0.0,0.0,88440
228,1.9974110126495361,0.0,0.0,88441
229,2.492161750793457,0.0,0.0,88442
230,3.006664991378784,0.0,0.0,88443
231,3.5211679935455322,0.0,0.0,88444
232,4.035671234130859,0.0,0.0,88445
233,4.550174236297607,0.0,0.0,88446
234,5.067368507385254,0.0,0.0,88447
235,5.579180717468262,0.0,0.0,88448
236,6.093684196472168,0.0,0.0,88449
237,6.608187198638916,0.0,0.0,88450
238,7.122690200805664,0.0,0.0,88451
239,7.63719367980957,0.0,0.0,88452
240,8.151697158813477,0.0,0.0,88453
241,8.666199684143066,0.0,0.0,88454
242,9.180703163146973,0.0,0.0,88455
243,9.695206642150879,0.0,0.0,88456
244,10.209709167480469,0.0,0.0,88457
245,10.724212646484375,0.0,0.0,88458
246,11.199029922485352,0.0,0.0,88459
247,11.673847198486328,0.0,0.0,88460
248,11.976353645324707,0.0,0.0,88461
249,12.278861045837402,0.0,0.0,88462
250,12.436395645141602,0.0,0.0,88463
251,12.593931198120117,0.0,0.0,88464
252,12.731657028198242,0.0,0.0,88465
253,12.869382858276367,0.0,0.0,88466
254,12.97953987121582,0.0,0.0,88467
255,13.089696884155273,0.0,0.0,88468
256,13.215108871459961,0.0,0.0,88469
257,13.340519905090332,0.0,0.0,88470
258,13.457976341247559,0.0,0.0,88471
259,13.575432777404785,0.0,0.0,88472
260,13.643362045288086,0.0,0.0,88473
261,13.711291313171387,0.0,0.0,88474
262,13.755645751953125,0.0,0.0,88475
263,-0.08630800247192383,3.049999952316284,0.0,88476
264,-0.052616000175476074,3.049999952316284,0.0,88477
265,-0.010452106595039368,3.049999952316284,0.0,88478
266,0.02817838452756405,3.049999952316284,0.0,88479
267,0.10642631351947784,3.049999952316284,0.0,88480
268,0.1846742480993271,3.049999952316284,0.0,88481
269,0.2927148938179016,3.049999952316284,0.0,88482
270,0.40075552463531494,3.049999952316284,0.0,88483
271,0.5800523161888123,3.049999952316284,0.0,88484
272,0.7593491077423096,3.049999952316284,0.0,88485
273,1.0743509531021118,3.049999952316284,0.0,88486
274,1.389352798461914,3.049999952316284,0.0,88487
275,1.886937141418457,3.049999952316284,0.0,88488
276,2.384521484375,3.049999952316284,0.0,88489
277,2.8821094036102295,3.049999952316284,0.0,88490
278,3.379697561264038,3.049999952316284,0.0,88491
279,3.8772857189178467,3.049999952316284,0.0,88492
280,4.374873638153076,3.049999952316284,0.0,88493
281,4.872461795806885,3.049999952316284,0.0,88494
282,5.370049953460693,3.049999952316284,0.0,88495
283,5.867638111114502,3.049999952316284,0.0,88496
284,6.3652262687683105,3.049999952316284,0.0,88497
285,6.862814426422119,3.049999952316284,0.0,88498
286,7.3604021072387695,3.049999952316284,0.0,88499
287,7.857990264892578,3.049999952316284,0.0,88500
288,8.355578422546387,3.049999952316284,0.0,88501
289,8.853166580200195,3.049999952316284,0.0,88502
290,9.350754737854004,3.049999952316284,0.0,88503
291,9.848342895507812,3.049999952316284,0.0,88504
292,10.345931053161621,3.049999952316284,0.0,88505
293,10.84351921081543,3.049999952316284,0.0,88506
294,11.341107368469238,3.049999952316284,0.0,88507
295,11.835844993591309,3.049999952316284,0.0,88508
296,12.330581665039062,3.049999952316284,0.0,88509
297,12.689170837402344,3.049999952316284,0.0,88510
298,12.980134963989258,3.049999952316284,0.0,88511
299,13.17113208770752,3.049999952316284,0.0,88512
300,13.362130165100098,3.049999952316284,0.0,88513
301,13.479193687438965,3.049999952316284,0.0,88514
302,13.596257209777832,3.049999952316284,0.0,88515
303,13.660661697387695,3.049999952316284,0.0,88516
304,13.715773582458496,3.049999952316284,0.0,88517
305,13.75788688659668,3.049999952316284,0.0,88518
306,-0.07723091542720795,3.825000047683716,0.0,88519
307,-0.03446182981133461,3.825000047683716,0.0,88520
308,0.02430710382759571,3.825000047683716,0.0,88521
309,0.08307603746652603,3.825000047683716,0.0,88522
310,0.16315241158008575,3.825000047683716,0.0,88523
311,0.24322877824306488,3.825000047683716,0.0,88524
312,0.31905248761177063,3.825000047683716,0.0,88525
313,0.4592267870903015,3.825000047683716,0.0,88526
314,0.603572428226471,3.825000047683716,0.0,88527
315,0.7479180693626404,3.825000047683716,0.0,88528
316,1.1293928623199463,3.825000047683716,0.0,88529
317,1.510867714881897,3.825000047683716,0.0,88530
318,1.9936177730560303,3.825000047683716,0.0,88531
319,2.476367950439453,3.825000047683716,0.0,88532
320,2.9756476879119873,3.825000047683716,0.0,88533
321,3.4749276638031006,3.825000047683716,0.0,88534
322,3.9742074012756348,3.825000047683716,0.0,88535
323,4.473487377166748,3.825000047683716,0.0,88536
324,4.972767353057861,3.825000047683716,0.0,88537
325,5.472047328948975,3.825000047683716,0.0,88538
326,5.97132682800293,3.825000047683716,0.0,88539
327,6.470606803894043,3.825000047683716,0.0,88540
328,6.969886779785156,3.825000047683716,0.0,88541
329,7.4691667556762695,3.825000047683716,0.0,88542
330,7.968446731567383,3.825000047683716,0.0,88543
331,8.467726707458496,3.825000047683716,0.0,88544
332,8.96700668334961,3.825000047683716,0.0,88545
333,9.466286659240723,3.825000047683716,0.0,88546
334,9.96556568145752,3.825000047683716,0.0,88547
335,10.464845657348633,3.825000047683716,0.0,88548
336,10.964125633239746,3.825000047683716,0.0,88549
337,11.46340560913086,3.825000047683716,0.0,88550
338,11.926215171813965,3.825000047683716,0.0,88551
339,12.389023780822754,3.825000047683716,0.0,88552
340,12.732726097106934,3.825000047683716,0.0,88553
341,13.076427459716797,3.825000047683716,0.0,88554
342,13.256599426269531,3.825000047683716,0.0,88555
343,13.436771392822266,3.825000047683716,0.0,88556
344,13.548924446105957,3.825000047683716,0.0,88557
345,13.661077499389648,3.825000047683716,0.0,88558
346,13.730539321899414,3.825000047683716,0.0,88559
347,-0.07723091542720795,4.454999923706055,0.0,88560
348,-0.03446182981133461,4.454999923706055,0.0,88561
349,0.02430710382759571,4.454999923706055,0.0,88562
350,0.08307603746652603,4.454999923706055,0.0,88563
351,0.16315241158008575,4.454999923706055,0.0,88564
352,0.24322877824306488,4.454999923706055,0.0,88565
353,0.3512277901172638,4.454999923706055,0.0,88566
354,0.4592267870903015,4.454999923706055,0.0,88567
355,0.603572428226471,4.454999923706055,0.0,88568
356,0.7479180693626404,4.454999923706055,0.0,88569
357,1.154691219329834,4.454999923706055,0.0,88570
358,1.5614643096923828,4.454999923706055,0.0,88571
359,2.054255723953247,4.454999923706055,0.0,88572
360,2.5470473766326904,4.454999923706055,0.0,88573
361,3.0463271141052246,4.454999923706055,0.0,88574
362,3.545607089996338,4.454999923706055,0.0,88575
363,4.044887065887451,4.454999923706055,0.0,88576
364,4.5441670417785645,4.454999923706055,0.0,88577
365,5.0434465408325195,4.454999923706055,0.0,88578
366,5.542726516723633,4.454999923706055,0.0,88579
367,6.042006492614746,4.454999923706055,0.0,88580
368,6.541286468505859,4.454999923706055,0.0,88581
369,7.040566444396973,4.454999923706055,0.0,88582
370,7.539845943450928,4.454999923706055,0.0,88583
371,8.0391263961792,4.454999923706055,0.0,88584
372,8.538406372070312,4.454999923706055,0.0,88585
373,9.03768539428711,4.454999923706055,0.0,88586
374,9.536965370178223,4.454999923706055,0.0,88587
375,10.036245346069336,4.454999923706055,0.0,88588
376,10.53552532196045,4.454999923706055,0.0,88589
377,11.034805297851562,4.454999923706055,0.0,88590
378,11.534085273742676,4.454999923706055,0.0,88591
379,11.97842025756836,4.454999923706055,0.0,88592
380,12.422755241394043,4.454999923706055,0.0,88593
381,12.749591827392578,4.454999923706055,0.0,88594
382,13.076427459716797,4.454999923706055,0.0,88595
383,13.256599426269531,4.454999923706055,0.0,88596
384,13.436771392822266,4.454999923706055,0.0,88597
385,13.548924446105957,4.454999923706055,0.0,88598
386,13.661077499389648,4.454999923706055,0.0,88599
387,13.730539321899414,4.454999923706055,0.0,88600
388,13.848273277282715,-5.074999809265137,0.0,88601
389,13.896546363830566,-5.074999809265137,0.0,88602
390,13.961566925048828,-5.074999809265137,0.0,88603
391,14.026586532592773,-5.074999809265137,0.0,88604
392,14.113031387329102,-5.074999809265137,0.0,88605
393,14.19947624206543,-5.074999809265137,0.0,88606
394,14.312515258789062,-5.074999809265137,0.0,88607
395,14.425555229187012,-5.074999809265137,0.0,88608
396,14.58847713470459,-5.074999809265137,0.0,88609
397,14.751399040222168,-5.074999809265137,0.0,88610
398,14.940240859985352,-5.074999809265137,0.0,88611
399,15.422748565673828,-5.074999809265137,0.0,88612
400,15.849969863891602,-5.074999809265137,0.0,88613
401,16.277191162109375,-5.074999809265137,0.0,88614
402,16.755687713623047,-5.074999809265137,0.0,88615
403,17.23418426513672,-5.074999809265137,0.0,88616
404,17.71268081665039,-5.074999809265137,0.0,88617
405,18.191177368164062,-5.074999809265137,0.0,88618
406,18.669673919677734,-5.074999809265137,0.0,88619
407,19.148170471191406,-5.074999809265137,0.0,88620
408,19.626667022705078,-5.074999809265137,0.0,88621
409,20.10516357421875,-5.074999809265137,0.0,88622
410,20.583660125732422,-5.074999809265137,0.0,88623
411,21.062156677246094,-5.074999809265137,0.0,88624
412,21.540653228759766,-5.074999809265137,0.0,88625
413,22.019149780273438,-5.074999809265137,0.0,88626
414,22.49764633178711,-5.074999809265137,0.0,88627
415,22.97614288330078,-5.074999809265137,0.0,88628
416,23.454639434814453,-5.074999809265137,0.0,88629
417,23.933135986328125,-5.074999809265137,0.0,88630
418,24.411632537841797,-5.074999809265137,0.0,88631
419,24.89012908935547,-5.074999809265137,0.0,88632
420,25.293380737304688,-5.074999809265137,0.0,88633
421,25.696630477905273,-5.074999809265137,0.0,88634
422,26.014076232910156,-5.074999809265137,0.0,88635
423,26.331523895263672,-5.074999809265137,0.0,88636
424,26.526023864746094,-5.074999809265137,0.0,88637
425,26.72052574157715,-5.074999809265137,0.0,88638
426,26.84317398071289,-5.074999809265137,0.0,88639
427,26.965824127197266,-5.074999809265137,0.0,88640
428,27.04291343688965,-5.074999809265137,0.0,88641
429,13.842472076416016,-3.825000047683716,0.0,88642
430,13.884943962097168,-3.825000047683716,0.0,88643
431,13.942564010620117,-3.825000047683716,0.0,88644
432,14.000184059143066,-3.825000047683716,0.0,88645
433,14.077484130859375,-3.825000047683716,0.0,88646
434,14.154784202575684,-3.825000047683716,0.0,88647
435,14.257037162780762,-3.825000047683716,0.0,88648
436,14.359291076660156,-3.825000047683716,0.0,88649
437,14.502633094787598,-3.825000047683716,0.0,88650
438,14.645975112915039,-3.825000047683716,0.0,88651
439,14.987020492553711,-3.825000047683716,0.0,88652
440,15.328065872192383,-3.825000047683716,0.0,88653
441,15.777212142944336,-3.825000047683716,0.0,88654
442,16.22635841369629,-3.825000047683716,0.0,88655
443,16.712116241455078,-3.825000047683716,0.0,88656
444,17.1978759765625,-3.825000047683716,0.0,88657
445,17.68363380432129,-3.825000047683716,0.0,88658
446,18.169391632080078,-3.825000047683716,0.0,88659
447,18.6551513671875,-3.825000047683716,0.0,88660
448,19.14090919494629,-3.825000047683716,0.0,88661
449,19.626667022705078,-3.825000047683716,0.0,88662
450,20.112424850463867,-3.825000047683716,0.0,88663
451,20.59818458557129,-3.825000047683716,0.0,88664
452,21.083942413330078,-3.825000047683716,0.0,88665
453,21.569700241088867,-3.825000047683716,0.0,88666
454,22.05545997619629,-3.825000047683716,0.0,88667
455,22.541217803955078,-3.825000047683716,0.0,88668
456,23.026975631713867,-3.825000047683716,0.0,88669
457,23.512733459472656,-3.825000047683716,0.0,88670
458,23.998493194580078,-3.825000047683716,0.0,88671
459,24.484251022338867,-3.825000047683716,0.0,88672
460,24.970008850097656,-3.825000047683716,0.0,88673
461,25.387649536132812,-3.825000047683716,0.0,88674
462,25.80529022216797,-3.825000047683716,0.0,88675
463,26.111330032348633,-3.825000047683716,0.0,88676
464,26.417367935180664,-3.825000047683716,0.0,88677
465,26.591293334960938,-3.825000047683716,0.0,88678
466,26.765216827392578,-3.825000047683716,0.0,88679
467,26.874370574951172,-3.825000047683716,0.0,88680
468,26.983524322509766,-3.825000047683716,0.0,88681
469,27.051761627197266,-3.825000047683716,0.0,88682
470,13.864770889282227,-3.049999952316284,0.0,88683
471,13.929542541503906,-3.049999952316284,0.0,88684
472,14.022102355957031,-3.049999952316284,0.0,88685
473,14.114662170410156,-3.049999952316284,0.0,88686
474,14.255571365356445,-3.049999952316284,0.0,88687
475,14.396480560302734,-3.049999952316284,0.0,88688
476,14.620187759399414,-3.049999952316284,0.0,88689
477,14.843894958496094,-3.049999952316284,0.0,88690
478,15.214986801147461,-3.049999952316284,0.0,88691
479,15.586078643798828,-3.049999952316284,0.0,88692
480,16.057878494262695,-3.049999952316284,0.0,88693
481,16.52967643737793,-3.049999952316284,0.0,88694
482,17.021081924438477,-3.049999952316284,0.0,88695
483,17.512489318847656,-3.049999952316284,0.0,88696
484,18.003894805908203,-3.049999952316284,0.0,88697
485,18.49530029296875,-3.049999952316284,0.0,88698
486,18.986705780029297,-3.049999952316284,0.0,88699
487,19.478111267089844,-3.049999952316284,0.0,88700
488,19.96951675415039,-3.049999952316284,0.0,88701
489,20.460922241210938,-3.049999952316284,0.0,88702
490,20.952329635620117,-3.049999952316284,0.0,88703
491,21.443735122680664,-3.049999952316284,0.0,88704
492,21.93514060974121,-3.049999952316284,0.0,88705
493,22.426546096801758,-3.049999952316284,0.0,88706
494,22.917951583862305,-3.049999952316284,0.0,88707
495,23.40935707092285,-3.049999952316284,0.0,88708
496,23.90076446533203,-3.049999952316284,0.0,88709
497,24.392169952392578,-3.049999952316284,0.0,88710
498,24.883575439453125,-3.049999952316284,0.0,88711
499,25.374980926513672,-3.049999952316284,0.0,88712
500,25.748870849609375,-3.049999952316284,0.0,88713
501,26.12276268005371,-3.049999952316284,0.0,88714
502,26.29751968383789,-3.049999952316284,0.0,88715
503,26.419769287109375,-3.049999952316284,0.0,88716
504,26.53119659423828,-3.049999952316284,0.0,88717
505,26.642623901367188,-3.049999952316284,0.0,88718
506,26.753498077392578,-3.049999952316284,0.0,88719
507,26.864370346069336,-3.049999952316284,0.0,88720
508,26.940982818603516,-3.049999952316284,0.0,88721
509,27.017593383789062,-3.049999952316284,0.0,88722
510,27.068798065185547,-3.049999952316284,0.0,88723
511,13.909117698669434,0.0,0.0,88724
512,13.94631290435791,0.0,0.0,88725
513,14.054994583129883,0.0,0.0,88726
514,14.163676261901855,0.0,0.0,88727
515,14.288463592529297,0.0,0.0,88728
516,14.413251876831055,0.0,0.0,88729
517,14.506791114807129,0.0,0.0,88730
518,14.600329399108887,0.0,0.0,88731
519,14.696330070495605,0.0,0.0,88732
520,14.792329788208008,0.0,0.0,88733
521,14.899628639221191,0.0,0.0,88734
522,15.006927490234375,0.0,0.0,88735
523,15.131622314453125,0.0,0.0,88736
524,15.256317138671875,0.0,0.0,88737
525,15.509296417236328,0.0,0.0,88738
526,15.762274742126465,0.0,0.0,88739
527,16.231081008911133,0.0,0.0,88740
528,16.699886322021484,0.0,0.0,88741
529,17.220314025878906,0.0,0.0,88742
530,17.740741729736328,0.0,0.0,88743
531,18.26116943359375,0.0,0.0,88744
532,18.781597137451172,0.0,0.0,88745
533,19.30202293395996,0.0,0.0,88746
534,19.822450637817383,0.0,0.0,88747
535,20.342878341674805,0.0,0.0,88748
536,20.863306045532227,0.0,0.0,88749
537,21.383731842041016,0.0,0.0,88750
538,21.904159545898438,0.0,0.0,88751
539,22.42458724975586,0.0,0.0,88752
540,22.94501495361328,0.0,0.0,88753
541,23.46544075012207,0.0,0.0,88754
542,23.985868453979492,0.0,0.0,88755
543,24.506296157836914,0.0,0.0,88756
544,25.026723861694336,0.0,0.0,88757
545,25.4674129486084,0.0,0.0,88758
546,25.90810203552246,0.0,0.0,88759
547,26.13207244873047,0.0,0.0,88760
548,26.356040954589844,0.0,0.0,88761
549,26.47967529296875,0.0,0.0,88762
550,26.60331153869629,0.0,0.0,88763
551,26.720745086669922,0.0,0.0,88764
552,26.838178634643555,0.0,0.0,88765
553,26.923961639404297,0.0,0.0,88766
554,27.00974464416504,0.0,0.0,88767
